matrix,source_model,model_key,source_layer,layer_group,transformer_block,module,shape_family,method,pruning_family,target_sparsity,pruning_block_size,rows,cols,nnz,realized_sparsity,mask_sha256_16,activation_calibration
llama2_7b_l12_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.12.self_attn.q_proj.weight,llama2_7b_block_12,12,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,be909709fbd42aee,llama2_7b.npz
llama2_7b_l14_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,ece400b5aa61a637,
llama2_7b_l14_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,eb4f212a3331a929,llama2_7b.npz
llama2_7b_l14_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,d8b53a502e113b85,
llama2_7b_l14_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,722fa77e8280b9d3,llama2_7b.npz
llama2_7b_l14_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,ae7e63ea26231883,
llama2_7b_l14_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.o_proj.weight,llama2_7b_block_14,14,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,30e05f010119d492,llama2_7b.npz
llama2_7b_l14_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,10f33f1345a6794d,
llama2_7b_l14_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,a86c44c620e3db54,llama2_7b.npz
llama2_7b_l14_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,8415c0e31e0d27e5,
llama2_7b_l14_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,37810435a80b14ac,llama2_7b.npz
llama2_7b_l14_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,e8e8af0bba891040,
llama2_7b_l14_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.14.self_attn.q_proj.weight,llama2_7b_block_14,14,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,7eb897928a91c0cb,llama2_7b.npz
llama2_7b_l15_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,3483109802de794d,
llama2_7b_l15_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,fdf5fba20aa21e0f,llama2_7b.npz
llama2_7b_l15_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,f32c4efc667163e6,
llama2_7b_l15_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,d5dbbba8a18cbf5b,llama2_7b.npz
llama2_7b_l15_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,d25e4dcf69335656,
llama2_7b_l15_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.o_proj.weight,llama2_7b_block_15,15,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,8c2461d952baad38,llama2_7b.npz
llama2_7b_l15_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,8f15341718fbb34b,
llama2_7b_l15_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,ecc0ba09abcf9752,llama2_7b.npz
llama2_7b_l15_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,85a12565135175c4,
llama2_7b_l15_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,3a9e40d9980c490a,llama2_7b.npz
llama2_7b_l15_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,55c345be09a924ab,
llama2_7b_l15_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.15.self_attn.q_proj.weight,llama2_7b_block_15,15,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,e7bb216aa8565126,llama2_7b.npz
llama2_7b_l16_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,b2c543e1a5fecb34,
llama2_7b_l16_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,f72f2944bc7379af,llama2_7b.npz
llama2_7b_l16_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,16368018fa745b1b,
llama2_7b_l16_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,278460c14b81cfa3,llama2_7b.npz
llama2_7b_l16_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,375cb97bfc0438f9,
llama2_7b_l16_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.o_proj.weight,llama2_7b_block_16,16,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,7110252cab36d8c3,llama2_7b.npz
llama2_7b_l16_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,5769d4c5ae393eb1,
llama2_7b_l16_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,933cbf27c4afdd97,llama2_7b.npz
llama2_7b_l16_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,5019519d46e2e7bf,
llama2_7b_l16_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,c034657a73c49f50,llama2_7b.npz
llama2_7b_l16_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,42de733735f51130,
llama2_7b_l16_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.16.self_attn.q_proj.weight,llama2_7b_block_16,16,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,235cd7c7d8f268db,llama2_7b.npz
llama2_7b_l17_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,34a40efe72cba603,
llama2_7b_l17_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,57879e6e2f54ed64,llama2_7b.npz
llama2_7b_l17_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,a0fb9127ff1d4e4b,
llama2_7b_l17_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,fcdb4c8ac9c55d09,llama2_7b.npz
llama2_7b_l17_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,636c163210a66a95,
llama2_7b_l17_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.o_proj.weight,llama2_7b_block_17,17,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,c2844bdb09de4bad,llama2_7b.npz
llama2_7b_l17_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,9d16bc32267e1373,
llama2_7b_l17_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,1e6316cc772c4651,llama2_7b.npz
llama2_7b_l17_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,b38e3c185247bccd,
llama2_7b_l17_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,acb73d5793a8515d,llama2_7b.npz
llama2_7b_l17_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,ef7f9d6ce504971e,
llama2_7b_l17_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.17.self_attn.q_proj.weight,llama2_7b_block_17,17,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,0d02d9a425523e32,llama2_7b.npz
llama2_7b_l19_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,36cfec66854fb3cf,
llama2_7b_l19_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,a55f5b8bbc1f72d1,llama2_7b.npz
llama2_7b_l19_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,28445bcd991af043,
llama2_7b_l19_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,7fba411cb494a495,llama2_7b.npz
llama2_7b_l19_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,a4b3aab99b8e959d,
llama2_7b_l19_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.o_proj.weight,llama2_7b_block_19,19,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,946775db5882c28a,llama2_7b.npz
llama2_7b_l19_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,f5cc133062d74b47,
llama2_7b_l19_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,6d5219bd7d442b07,llama2_7b.npz
llama2_7b_l19_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,ac7e525625881258,
llama2_7b_l19_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,e70b35a60c868721,llama2_7b.npz
llama2_7b_l19_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,66bce49ec3f6f548,
llama2_7b_l19_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.19.self_attn.q_proj.weight,llama2_7b_block_19,19,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,43be03be05f148d5,llama2_7b.npz
llama2_7b_l20_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,d81e47d55a47900a,
llama2_7b_l20_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,286d3609bd1c609c,llama2_7b.npz
llama2_7b_l20_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,9561a8b5b3e090af,
llama2_7b_l20_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,7270274a9d7b0903,llama2_7b.npz
llama2_7b_l20_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,3c0ed6833c03e8de,
llama2_7b_l20_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.o_proj.weight,llama2_7b_block_20,20,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,3c69e10e2f9263ff,llama2_7b.npz
llama2_7b_l20_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,186762d8ebd0275b,
llama2_7b_l20_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,aee9e105ed207b6d,llama2_7b.npz
llama2_7b_l20_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,cce63949a11af62f,
llama2_7b_l20_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,b37d31a30b87d074,llama2_7b.npz
llama2_7b_l20_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,e1774442397375bc,
llama2_7b_l20_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.20.self_attn.q_proj.weight,llama2_7b_block_20,20,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,9988958d0cc7d783,llama2_7b.npz
llama2_7b_l21_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,7ee6df126bf22267,
llama2_7b_l21_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,992b78b61d7b2bce,llama2_7b.npz
llama2_7b_l21_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,a16a2edd5c7d17ec,
llama2_7b_l21_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,cb82909f3d220aa5,llama2_7b.npz
llama2_7b_l21_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,3beb22c5a8c0c75a,
llama2_7b_l21_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.o_proj.weight,llama2_7b_block_21,21,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,ad14ac6b2b4c35e4,llama2_7b.npz
llama2_7b_l21_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,5cc15423b5f4ec80,
llama2_7b_l21_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,b1bba6195b9832fa,llama2_7b.npz
llama2_7b_l21_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,45a19e379ad6e393,
llama2_7b_l21_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,6e37ba4d4f8337dc,llama2_7b.npz
llama2_7b_l21_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,8923930902cd3433,
llama2_7b_l21_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.21.self_attn.q_proj.weight,llama2_7b_block_21,21,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,a6e9404e8d1ca302,llama2_7b.npz
llama2_7b_l23_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,a31bd07b6ce6873d,
llama2_7b_l23_o_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,8aaa68d3b461a107,llama2_7b.npz
llama2_7b_l23_o_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,a6eb6c955b1f4182,
llama2_7b_l23_o_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,5ca54572353688af,llama2_7b.npz
llama2_7b_l23_o_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,73afa646926fc869,
llama2_7b_l23_o_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.o_proj.weight,llama2_7b_block_23,23,o_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,ad998b6b01e6ec70,llama2_7b.npz
llama2_7b_l23_q_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,ad3f3cfc09c17513,
llama2_7b_l23_q_proj_wanda_s70,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,wanda_s70,activation_aware_unstructured,0.7,,4096,4096,5033165,0.699999988079071,ceb567e85dbe01da,llama2_7b.npz
llama2_7b_l23_q_proj_global_mag_s80,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,global_mag_s80,unstructured,0.8,,4096,4096,3355443,0.800000011920929,774a8ba3fafee509,
llama2_7b_l23_q_proj_wanda_s80,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,wanda_s80,activation_aware_unstructured,0.8,,4096,4096,3355443,0.800000011920929,a0547cff412b5ebe,llama2_7b.npz
llama2_7b_l23_q_proj_global_mag_s90,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,global_mag_s90,unstructured,0.9,,4096,4096,1677722,0.8999999761581421,49f8d93d19184bf4,
llama2_7b_l23_q_proj_wanda_s90,Llama-2-7B-hf,llama2_7b,model.layers.23.self_attn.q_proj.weight,llama2_7b_block_23,23,q_proj,4096x4096,wanda_s90,activation_aware_unstructured,0.9,,4096,4096,1677722,0.8999999761581421,ac64abb43d161747,llama2_7b.npz
llama2_7b_l24_o_proj_global_mag_s70,Llama-2-7B-hf,llama2_7b,model.layers.24.self_attn.o_proj.weight,llama2_7b_block_24,24,o_proj,4096x4096,global_mag_s70,unstructured,0.7,,4096,4096,5033165,0.699999988079071,70c8fdca8b27d08f,
